Category,Rank_in_Category,Protocol_Name,Slug,TVL_USD,TVL_Billions,TVR_Percentage,Plain_Token_Symbols,Plain_Token_Value_USD,Plain_Token_Value_Billions,Top_Token_1,Top_Token_1_Value_B,Top_Token_2,Top_Token_2_Value_B,Top_Token_3,Top_Token_3_Value_B,Chains,Description,URL,Twitter
Restaking,1,EigenLayer,eigenlayer,19655698553.36396,19.655698553363962,1.3535921679814143e-05,USDC,2673.12231,2.67312231e-06,WETH,14.117601851476259,STETH,4.26578829179773,METH,0.46234082063873,Ethereum,"EigenLayer is a protocol built on Ethereum that introduces restaking, a new primitive in cryptoeconomic security. This primitive enables the reuse of ETH on the consensus layer",https://www.eigenlayer.xyz/,eigenlayer
Restaking,2,Symbiotic,symbiotic,1404768415.2296658,1.4047684152296658,0.06327821945617101,FXS,888912.44064,0.00088891244064,WSTETH,0.78776890364274,METH,0.19047704138185,LBTC,0.1561459554948,Ethereum,"Symbiotic is a generalized shared security system enabling decentralized networks to bootstrap powerful, fully sovereign ecosystems.",https://symbiotic.fi,symbioticfi
Restaking,3,Pell Network,pell-network,363351518.2232797,0.3633515182232797,0.009089275581869956,"BTC, USDC, USDT",33096.438630000004,3.309643863000001e-05,ESBTC,0.113145,WSTBBTC,0.06781588352629,YBTC.B,0.056494012233209996,"Plume Mainnet, BounceBit, Goat, CORE, BOB, Arbitrum, RSK, Binance, Bitlayer, IoTeX, BSquared, Ethereum, Merlin, Mantle, Base, BEVM, Scroll, ZetaChain, AILayer, Hemi, HashKey Chain","Pell uses BTC and its LSD to provide actively validated services (AVS) to BTC ecosystem projects, plug the gap in ecosystem security, reduce cost to develop ecosystem applications and optimise yield avenue for BTC holders. Pell aims to become the largest shared liquidity and cryptonomic security layer in the BTC ecosystem across market cycles",https://pell.network/,Pell_Network
Restaking,4,Karak,karak,267806767.45840403,0.26780676745840404,4.938067512825168,"ETH, USDC, FXS, USDT, MKR, ARB",13224478.98101,0.013224478981009999,LBTC,0.14141535060316,WEETH,0.03377880149352,RSWETH,0.01526384096995,"Ethereum, Fraxtal, Arbitrum, K2, Mantle, Binance, Blast",The universal restaking layer powered by the entire cryptoeconomy.,https://karak.network,Karak_Network
Liquid Restaking,1,ether.fi Stake,ether.fi-stake,11115214810.54133,11.11521481054133,0.0027039577986872664,USDC,301934.58511,0.00030193458510999996,WETH,10.8168195742,LBTC,0.32001457744628,WBTC,0.026436187707180002,"Base, Ethereum, Arbitrum",Decentralized and non-custodial Ethereum staking protocol.,https://app.ether.fi/eeth,ether_fi
Liquid Restaking,2,Kelp,kelp,1845909293.27674,1.84590929327674,32.24616711788838,ETH,595234995.55465,0.59523499555465,STETH,0.8779436217567,ETH,0.59523499555465,ETHX,0.37273067596539,"Ethereum, Arbitrum, Hemi, Base, Linea, Zircuit, Scroll, Optimism, Swellchain, zkSync Era, Blast, Mode, Berachain, Manta, X Layer, Sonic","Kelp is the second largest liquid restaking protocol with ~$2B+ in TVL. Its liquid restaked token, rsETH, is live across 10+ major L2s and 40+ DeFi platforms, allowing users to restake while maintaining full liquidity.",https://kelpdao.xyz/restake,KelpDAO
Liquid Restaking,3,Renzo,renzo,1380191407.7684004,1.3801914077684003,0.0,,0.0,0.0,EZETH,1.29524454163612,PZETH,0.050187396437490005,JITOSOL,0.035683210830179994,"Ethereum, Linea, Solana, Arbitrum, Zircuit, Base, Mode, Optimism, Blast, Fraxtal, Binance, Sei","The Renzo Protocol acts as an interface on top of EigenLayer, enhancing Ethereum staking by securing Actively Validated Services and offering higher yields",https://app.renzoprotocol.com/restake,RenzoProtocol
Liquid Restaking,4,Mantle Restaking,mantle-restaking,640099862.9107865,0.6400998629107865,0.0,,0.0,0.0,METH,0.64009986291079,,0.0,,0.0,Ethereum,Liquid Restaking on Ethereum,https://meth.mantle.xyz/restake,Mantle_Official
Liquid Restaking,5,Mellow LRT,mellow-lrt,481611750.2261324,0.4816117502261324,0.004030906162668272,FXS,19413.31772,1.941331772e-05,WSTETH,0.44775874273488997,UNIBTC,0.01206391533152,M-BTC,0.007996081086299999,"Ethereum, Lisk, Binance, Fraxtal",Mellow Protocol is a permissionless system for active liquidity management and building trustless automatic DeFi strategies,https://mellow.finance/,mellowprotocol
Yield,1,Pendle,pendle,9939175208.61581,9.93917520861581,0.00040075071446041196,"USDC, SUSHI, COMP",39831.31566,3.983131566e-05,USDE,3.93693319716107,SUSDE,3.0782231493063503,KHYPE,0.40998245360921004,"Ethereum, Hyperliquid L1, Binance, Mantle, Arbitrum, Base, Berachain, Sonic, Optimism, Avalanche",Pendle Finance is a protocol that enables the trading of tokenized future yield on an AMM system.,https://pendle.finance/,pendle_fi
Yield,2,Convex Finance,convex-finance,1454809250.5034258,1.4548092505034258,29.335416601932163,"FXS, CRV",428699916.50199,0.42869991650199,CRV,0.3639647827418,STECRV,0.10315264621115,FRAXUSDE,0.07584730637979,"Ethereum, Fraxtal, Arbitrum, Polygon",Convex simplifies your Curve-boosting experience to maximize your yields.,https://www.convexfinance.com/,ConvexFinance
Yield,3,Aura,aura,464060533.08144337,0.46406053308144335,12.236047223634786,"USDC, USDT, SNX, COMP, LDO, PENDLE, RPL, BAL",56782665.9741,0.0567826659741,WSTETH-WETH-BPT,0.05149109018414,WETH,0.04717330572806,BAL,0.047048499508440006,"Ethereum, Base, xDai, Arbitrum, Optimism, Polygon, Avalanche, Fraxtal, Polygon zkEVM",Aura Finance is a protocol built on top of the Balancer system to provide maximum incentives to Balancer liquidity providers and BAL stakers (into veBAL) through social aggregation of BAL deposits and Aura's native token.,https://aura.finance,aurafinance
Yield,4,Coinwind,coinwind,316444532.0447752,0.3164445320447752,58.660803754798316,"USDT, USDC, MDX, ETH, BUSD, LTC, FIL, DOT, DOGE, CAKE",185628905.93559,0.18562890593559,USDT,0.12728260798465,BTCB,0.07213238366668,ETH,0.055465947026840004,"Binance, Ethereum, Heco",CoinWind is a DeFi financial platform for smart mining.,https://www.coinwind.com/,coinwind_com
Yield,5,Stake DAO,stake-dao,289785501.05676043,0.28978550105676043,39.90882240998722,"FXS, USDC, PENDLE, CRV, YFI",115649980.98663,0.11564998098663,CRV,0.10400426450648,REUSDSCRV,0.01551880038108,PENDLE-LPT,0.01300501572531,"Ethereum, Base, Sonic, Fraxtal, Arbitrum, Polygon, Avalanche, Linea, Optimism, xDai",Stake DAO is a non-custodial decentralized protocol enabling users to access optimized yield opportunities in DeFi,https://stakedao.org/,StakeDAOHQ
CDP,1,Sky Lending,sky-lending,6055381946.53266,6.05538194653266,35.492484954511674,"USDC, TUSD, USDT, USDP, COMP, LRC, BAL, YFI, GUSD, UNI, AAVE, MATIC",2156165003.5837207,2.1561650035837205,WETH,3.13897026190068,USDC,2.15486215647765,WSTETH,0.63629428074067,Ethereum,"The USDS stablecoin powers the open Sky ecosystem. It is the upgraded version of DAI, providing new ways for you to have more rewarding crypto experiences.",https://sky.money/,SkyEcosystem
CDP,2,Avalon USDa,avalon-usda,617830205.4644631,0.6178302054644631,0.008356042368919838,USDT,47841.22158,4.784122158e-05,LFBTC-AVALON-BSC,0.27413898684484,LFBTC-AVALON-ETH,0.22801464291588,WFBTC,0.04764491344,"Binance, Ethereum, Klaytn, Sonic, Berachain, Mantle",USDa is the flagship CDP (Collateralized Debt Position) product based on Avalon's CeDeFi lending platform,https://www.avalonfinance.xyz,avalonfinance_
CDP,3,Liquity V1,liquity-v1,388458906.87779105,0.38845890687779105,0.0,,0.0,0.0,WETH,0.39011339965293,,0.0,,0.0,Ethereum,Liquity V1 is a decentralized and immutable borrowing protocol that allows you to draw 0% interest loans against Ether used as collateral.,https://www.liquity.org/,LiquityProtocol
CDP,4,River Omni-CDP,river-omni-cdp,250880460.95716354,0.25088046095716354,0.2136370973699422,"BTC, ETH",537463.07086,0.00053746307086,BFBTC,0.0565925263721,SOLVBTC,0.05656470219194,UNIBTC,0.05559863755941,"Binance, BOB, Hemi, BSquared, BEVM, Bitlayer, Arbitrum, Base, Sonic, Ethereum, X Layer","River is building the circulatory system for crypto, connecting assets, liquidity, and yield across chains. Powered by the omni-CDP stablecoin protocol",https://app.river.inc/,RiverdotInc
CDP,5,crvUSD,crvusd,246914866.9462727,0.2469148669462727,0.0,,0.0,0.0,WBTC,0.09612794455072,WETH,0.08783143067211001,TBTC,0.02349033303257,Ethereum,crvUSD is a collateralized-debt-position (CDP) stablecoin pegged to the US Dollar,https://www.curve.finance/crvusd/ethereum/markets/,CurveFinance
Onchain Capital Allocator,1,Veda,veda,4262479045.555828,4.262479045555828,29.751980084938097,"USDC, ETH, USDT",1268171916.75843,1.26817191675843,WETH,1.27351573508825,USDT,1.00451435531222,METH,0.64009986291079,"Ethereum, Hyperliquid L1, Scroll, Sonic, Base, Arbitrum, Berachain, Binance, BOB","Veda is the leading DeFi vault platform, enabling crypto applications, asset issuers, and protocols to build consumer-grade cross chain yield products. Veda's technology is powering many of DeFi's largest vault products, including ether.fi Liquid, Lombard DeFi Vault, and Mantle cmETH",https://veda.tech,veda_labs
Onchain Capital Allocator,2,Spark Liquidity Layer,spark-liquidity-layer,2879805527.989113,2.879805527989113,1.5632029254812385,USDC,45009636.19651,0.04500963619651,SYRUPUSDC,0.5819401031343799,SPARKUSDC,0.56514448324973,SPUSDS,0.5183030542766199,"Ethereum, Base, Optimism, Unichain, Arbitrum","The Spark Liquidity Layer (SLL) automates liquidity provision of USDS, sUSDS, and USDC directly from Sky across various blockchain networks, DeFi protocols, and RWA",https://www.spark.fi/,sparkdotfi
Onchain Capital Allocator,3,ether.fi Liquid,ether.fi-liquid,1318180480.6598616,1.3181804806598616,3.1291650634184465,USDC,41248043.07361,0.04124804307361,EETH,1.1582750758953,WETH,0.0643364789,USDC,0.04124804307361,Ethereum,Liquid is an automated DeFi strategy vault that provides ether.fi users a simple access point to use their eETH in the DeFi ecosystem,https://app.ether.fi/liquid,ether_fi
Onchain Capital Allocator,4,Mitosis,mitosis,384345056.96193844,0.38434505696193844,41.870389535464135,"USDT, USDC",160926772.51027,0.16092677251027,WBNB,0.16122690431601,USDT,0.16031261563892998,WEETH,0.04862509834015,"Binance, Linea, Ethereum, Arbitrum, Scroll, Mantle, Blast, Base, Mode, Morph, Optimism, Manta","Mitosis is an L1 network designed for programmable liquidity that enhances the liquidity provision experience for both DeFi projects and liquidity providers. With Mitosis, DeFi projects can conduct targeted marketing to attract liquidity. Liquidity providers can trade tokenized LP positions on the Mitosis chain, allowing users to easily trade yield positions..",https://mitosis.org,MitosisOrg
Onchain Capital Allocator,5,Solv Strategies,solv-strategies,382526307.66583365,0.3825263076658337,0.0,,0.0,0.0,SOLVBTC,0.38252630766583,,0.0,,0.0,"Binance, Ethereum, Berachain, Avalanche, BOB","Solv Strategies simplifies DeFi with automated solutions that put your Bitcoin to work. From liquidity provision to sophisticated yield farming, these curated strategies make it easy to earn rewards across DeFi protocols—no expertise required.",https://solv.finance,SolvProtocol
Dexs,1,Uniswap V3,uniswap-v3,2925752523.24861,2.92575252324861,22.54777231206209,"USDC, USDT, ETH, UNI, MATIC, CRV, FIL, OP, SNX, PERP, BAL, VELO, AAVE, COMP, LDO, MKR, SOL, PENDLE, 1INCH, BUSD, BNB, CELO, BTC, DOGE, LTC, ATOM, ADA, XRP, AVAX, BCH, TRX, CAKE, NEAR, FTM, RDNT, DOT, FDUSD, SUSHI, XSGD, FXS, GNS, YFI, EURT, GUSD, USDV, GMX, SPELL, ARB, TUSD, LRC, RPL, USDP, REN, CVX, PYUSD, DYDX, RUNE, BNT, CRO, DODO, MDX, EURC",657844546.0561297,0.6578445460561297,WETH,0.77189835710597,USDC,0.33462053900507,WBTC,0.2293430001654,"Ethereum, Arbitrum, Base, BOB, Binance, Polygon, RSK, Optimism, xDai, Celo, Corn, Avalanche, Saga, Etherlink, Unichain, World Chain, zkSync Era, Filecoin, Goat, Sonic, Sei, Lens, Boba, Nibiru, Telos, XDC, LightLink, Redbelly, Hemi, Mantle, Linea, Scroll, Blast, Lisk, Taiko, Moonbeam, Manta, Polygon zkEVM",A fully decentralized protocol for automated liquidity provision on Ethereum. V2,https://uniswap.org/,Uniswap
Dexs,2,Uniswap V2,uniswap-v2,2098136697.0749834,2.0981366970749833,99.11725530755739,"USDT, USDC, OP, BAL, CRV, ETH, BUSD, ADA, RDNT, MDX, TRX, ATOM, LTC, SOL, CAKE, FTM, ARB, GMX, LDO, BNB, EURT, TUSD, XSGD, SNX, UNI, COMP",2079615506.7413201,2.07961550674132,USDT,2.07829447356793,WETH,0.0102088639029,USDT0,0.00236909603191,"Ethereum, Base, Arbitrum, Polygon, Optimism, Unichain, Binance, Avalanche, Zora, Celo",A fully decentralized protocol for automated liquidity provision on Ethereum. V2,https://uniswap.org/,Uniswap
Dexs,3,Curve DEX,curve-dex,2081103037.2884386,2.0811030372884387,18.523604034536554,"USDC, USDT, ETH, CELO, CRV, BTC, FTM, TUSD, USDV, AVAX, BUSD, OP, SNX, ARB, GMX, FXS, PYUSD, USDP, GUSD, EURT, LDO, PENDLE, MATIC, CVX, DYDX, SUSHI, YFI, AAVE, SPELL, FDUSD, COMP, UNI, RPL, CAKE, SOL, BNB, XSGD",385495286.17805016,0.3854952861780502,STETH,0.21698327038841,USDC,0.20613656510387002,WETH,0.1546697024284,"Ethereum, Arbitrum, Fraxtal, Etherlink, Sonic, TAC, Binance, Plume Mainnet, Polygon, Base, Hyperliquid L1, Optimism, X Layer, Avalanche, xDai, Kava, Fantom, Corn, Taiko, Celo, XDC, Ink, Aurora, Moonbeam, Mantle, Harmony",Curve is a decentralized exchange liquidity pool on Ethereum designed for extremely efficient stablecoin trading,https://curve.finance,CurveFinance
Dexs,4,PancakeSwap AMM,pancakeswap-amm,1534174946.864917,1.534174946864917,99.03374841965164,"USDC, MATIC, USDT, ETH, BUSD, AAVE, BNB, TUSD, CRV, SOL, CVX, ARB, GMX, UNI, BAL, COMP, SUSHI, 1INCH, FDUSD, APT",1519350957.1954997,1.5193509571954997,USDT,1.51678472686291,WETH,0.01329402796092,USDC,0.00111299450612,"Binance, Base, Op_Bnb, Ethereum, Aptos, Arbitrum, zkSync Era, Linea, Polygon zkEVM",The #1 AMM and yield farm on Binance Smart Chain,https://pancakeswap.finance/,PancakeSwap
Dexs,5,Uniswap V4,uniswap-v4,847002067.6441406,0.8470020676441407,40.42040550679045,"ETH, USDC, USDT, AVAX, SPELL, SOL, PENDLE, BNB, FXS, GMX, XSGD, MATIC, SNX, COMP, UNI, SUSHI, CRV, MKR, LDO, 1INCH, AAVE, BAL, BUSD, CRO, GNS, TUSD, CVX, DODO, FTM, DOT, ARB, LRC, RDNT, CAKE, YFI, FDUSD, RPL, PERP, VELO, OP, LTC, TRX, XRP, ONE, DOGE, BCH, FIL, NEAR, ADA, ATOM, BNT, PYUSD, GUSD, DYDX, MDX, BTC, REN, EURT, USDP, EURC",342308713.59510005,0.34230871359510007,USDC,0.15793948320318,WBTC,0.15211316583605,WETH,0.11064743319484,"Ethereum, Unichain, Arbitrum, Base, Polygon, Binance, Optimism, Soneium, World Chain, Avalanche, Zora, Blast, Ink","Uniswap v4 inherits all of the capital efficiency gains of Uniswap v3, but provides flexibility via hooks and gas optimizations across the entire lifecycle",https://uniswap.org/,Uniswap
RWA,1,BlackRock BUIDL,blackrock-buidl,2376288260.313854,2.376288260313854,0.0,,0.0,0.0,BUIDL-I,1.76460427779,BUIDL,0.6116839825238499,,0.0,"Ethereum, Aptos, Avalanche, Polygon, Arbitrum, Optimism",BlackRock USD Institutional Digital Liquidity Fund,https://securitize.io/,BlackRock
RWA,2,Ethena USDtb,ethena-usdtb,1450694080.125028,1.4506940801250279,0.0,,0.0,0.0,USDTB,1.45069408012503,,0.0,,0.0,Ethereum,"USDtb is a digital dollar, otherwise known as a USD stablecoin. USDtb can be used the same way a holder would use any other dollar, whether to send and receive payments, acquire and trade assets, or to simply hold dollars.",https://usdtb.money,ethena_labs
RWA,3,Ondo Finance,ondo-finance,1395914233.120936,1.395914233120936,0.0,,0.0,0.0,OUSG,0.72436416159834,USDY,0.65652718104384,AUSDY,0.01487229176803,"Ethereum, Solana, Ripple, Mantle, Sui, Noble, Arbitrum, Aptos, Polygon",This share class provides liquid exposure to an ETF of short-term U.S. Treasuries,https://ondo.finance,OndoFinance
RWA,4,Tether Gold,tether-gold,1252075245.60366,1.2520752456036601,0.0,,0.0,0.0,XAUT,1.2520752456036601,,0.0,,0.0,Ethereum,"Tether Gold (XAUt) is a token that provides you ownership of real physical gold. By putting gold on a Blockchain, we unlock a variety of characteristics that typically only crypto assets possess",https://gold.tether.to/,tethergold
RWA,5,Centrifuge Protocol,centrifuge-protocol,1147434747.9240086,1.1474347479240086,100.0,USDC,1147434747.92401,1.1474347479240101,USDC,1.1474347479240101,,0.0,,0.0,"Ethereum, Arbitrum, Base, Binance, Plume Mainnet, Avalanche","Centrifuge protocol enables asset managers to tokenize, manage, and distribute tokenized funds onchain, while providing investors access to a diversified portfolio of high-quality tokenized assets.",https://centrifuge.io,centrifuge
